"id","name","year","rank"
392811,"""Informal, El""",1999,
392812,"""Informante en el pas de las mercancas, El""",2001,
392813,"""Information Please""",1952,
392814,"""Informativo juvenil""",1980,
392815,"""Informativos Telecinco""",1990,
392817,"""Informer, The""",1966,
392818,"""Infmanas""",1998,
392819,"""Infdingen""",1991,
392820,"""Ingesson""",1995,
392821,"""Ingo Appelt Show, Die""",2000,
392822,"""Ingrid Ingrid""",1990,
392823,"""Inhale-Exhale... The New Terror""",1965,
392824,"""Inheritance""",1967,
392825,"""Inheritors, The""",1974,
392826,"""InHumanoids""",1986,
392827,"""Iniciativa""",1999,
392828,"""Inimiga, A""",1966,
392829,"""Initial D""",1998,
392830,"""Initial D: Fourth Stage""",2004,
392831,"""Initial D: Second Stage""",1999,
392832,"""Ink & Paint Club""",1997,
392833,"""Ink Thief, The""",1994,
392834,"""Ink""",1996,
392835,"""Ink'd""",2004,
392836,"""Inka Connection""",1995,
392837,"""Inn for a Penny""",1972,
392838,"""Inner Sanctum""",1954,
392839,"""Inner Space""",1974,
392840,"""Innes Book of Records, The""",1979,
392841,"""Innocence""",1996,
392842,"""Innocent, The""",2000,
392843,"""Inntimate Escapes""",1997,
392844,"""Inocente de ti""",2004,
392845,"""Inocente, inocente""",1992,
392846,"""Inocentes, Os""",1974,
392847,"""Inolvidable""",1992,
392848,"""Inolvidable, La""",1996,
392849,"""Inquilino, El""",2004,
392850,"""Inquizition""",1999,
392851,"""Insaciable, La""",1961,
392852,"""Insectia""",1999,
392853,"""Insektors""",1994,
392854,"""Insel der Trume""",1990,
392855,"""Inseln unter dem Wind""",1995,
392856,"""Inside America""",1982,
392857,"""Inside Canada""",1973,
392858,"""Inside Edition""",1988,
392859,"""Inside Fame""",2002,
392860,"""Inside George Webley""",1968,
392861,"""Inside Joke""",2004,
392862,"""Inside Jokes""",1998,
392863,"""Inside Man, The""",1969,
392864,"""Inside Out""",2002,
392865,"""Inside Out"" (2003/I)",2003,
392866,"""Inside Outdoors""",1998,
392867,"""Inside R/C""",2002,
392868,"""Inside Running""",1989,
392869,"""Inside Schwartz""",2001,
392870,"""Inside Spearmint Rhino""",2002,
392871,"""Inside Story""",1988,
392872,"""Inside Straight""",1984,
392873,"""Inside Studio II""",2001,
392874,"""Inside the Actors Studio""",1994,
392875,"""Inside the Arena""",1998,
392876,"""Inside the Lords""",1999,
392877,"""Inside the NFL""",1977,
392878,"""Inside the Vatican""",1993,
392879,"""Inside U.S.A. with Chevrolet""",1949,
392880,"""Inside Victor Lewis-Smith""",1993,
392881,"""Inside Washington""",1988,
392882,"""Inside, The""",2005,
392883,"""Insider"" (1999/II)",1999,
392884,"""Insider's List, The""",2004,
392885,"""Insiders Guide to Happiness, The""",2004,
392886,"""Insiders""",1996,
392887,"""Insiders, The""",1985,
392888,"""Insides Out""",1999,
392889,"""Insidingo: Need, The""",1999,
392890,"""Insight""",1960,
392891,"""Insomnia""",1995,
392892,"""Insomniac with Dave Attell""",2001,
392893,"""Inspecteur Leclerc enqute, L'""",1962,
392894,"""Inspecteur Moretti""",1996,
392895,"""Inspecteur mne l'enqute, L'""",1975,
392896,"""Inspector Calls, An""",1982,
392897,"""Inspector Gadget""",1983,
392898,"""Inspector Gadget's Field Trips""",1996,
392899,"""Inspector Maigret""",1991,
392900,"""Inspector Max""",2004,
392901,"""Inspector Morse""",1987,
392902,"""Inspektion Lauenstadt""",1976,
392903,"""Inspektor Vinko""",1984,
392904,"""Inspirations with Bro. Gerard""",2003,
392905,"""Instant Art Show""",1980,
392906,"""Instant Comedy with the Groundlings""",1998,
392907,"""Instant norvgien, L'""",2000,
392908,"""Instant Star""",2004,
392909,"""Instinto del asesino""",1995,
392910,"""Instit, L'""",1984,
392911,"""Instit, L'""",1993,
392912,"""Intensive Care""",2002,
392913,"""Interaktiv""",1993,
392914,"""Interceptor""",1989,
392915,"""Interference""",1983,
392916,"""Interflix""",1994,
392917,"""Interior Motives with Christopher Lowell""",1997,
392919,"""Internationaal landbouwmagazine""",1957,
392920,"""International Cabaret""",1966,
392921,"""International Detective""",1959,
392922,"""International Festival of Animation""",1977,
392923,"""International Playhouse""",1951,
392924,"""International Showtime""",1961,
392925,"""Internationalt landbrugsmagasin""",1958,
392927,"""Internet Tonight""",1998,
392928,"""Interns, The""",1970,
392929,"""Interpol Calling""",1959,
392930,"""Interpretaris, The""",1966,
392931,"""Interrogatoire""",1965,
392932,"""Interscope Presents 'The Next Episode'""",2003,
392933,"""Intersection""",1999,
392934,"""Interster""",1983,
392935,"""Intervilles""",1962,
392936,"""Intezzar""",1988,
392937,"""Intimate Sessions""",1998,
392938,"""Intimate Strangers""",1974,
392939,"""Intimate Strangers: Unseen Life on Earth""",1999,
392940,"""Intizar""",1997,
392941,"""Into Character""",2004,
392942,"""Into the Fire""",1996,
392943,"""Into the Fire""",2003,
392944,"""Into the Labyrinth""",1981,
392945,"""Into the Night with Rick Dees""",1990,
392946,"""Into the Rising Sun""",1998,
392947,"""Into the Unknown""",1997,
392948,"""Into the West""",2005,
392949,"""Intrepid Journeys""",2003,
392950,"""Intriga""",1968,
392951,"""Intrigue""",1966,
392952,"""Intrigues""",1985,
392953,"""Introducing Gary Petty""",2000,
392954,"""Intruder, The""",1972,
392955,"""Intrusa, A""",1962,
392956,"""Intrusa, A""",1967,
392957,"""Intrusa, La""",1964,
392958,"""Intrusa, La""",1987,
392959,"""Intrusa, La""",1989,
392960,"""Intrusa, La""",2001,
392961,"""Intrusos en el espectculo""",2001,
392962,"""Intrpides, Les""",1992,
392963,"""Inutil, El""",2001,
392964,"""Inuyasha""",2000,
392965,"""Invader ZIM""",2001,
392966,"""Invaders, The""",1967,
392967,"""Invasion America""",1998,
392968,"""Invasion of the Hidden Cameras""",2002,
392969,"""Invasion""",2001,
392970,"""Invasion: Earth""",1998,
392971,"""Invasora, La""",2003,
392972,"""Inventions That Changed the World""",2004,
392973,"""Inveno do Brasil, A""",2000,
392974,"""Inverno al mare, Un""",1982,
392975,"""Investigative Reports""",1991,
392976,"""Investigator, The""",1958,
392977,"""Investigatori d'Italia""",1985,
392978,"""Investigators, The""",1961,
392979,"""Inviato molto speciale, Un""",1991,
392980,"""Invincibili, Gli""",1978,
392981,"""Invisible Man, The""",1958,
392982,"""Invisible Man, The""",1975,
392983,"""Invisible Man, The""",2000,
392984,"""Invisibles, Les""",1988,
392985,"""Invitacin a Jamaica""",1977,
392986,"""Invitacin, La""",1987,
392987,"""Invito allo sport""",1978,
392988,"""Inyan Shel Zman""",1992,
392989,"""Ins Duarte, secretaria""",1991,
392990,"""Io e la mamma""",1996,
392991,"""Io ti salver""",2001,
392992,"""Iorana""",1998,
392993,"""Ios tou patera, O""",1996,
392994,"""Ioudas filouse yperoha, O""",1999,
392995,"""Iowa Press""",1989,
392996,"""Ireland AM""",1999,
392997,"""Irgendwie und sowieso""",1986,
392998,"""Irish Coffee""",1969,
392999,"""Irish Empire, The""",2000,
393000,"""Irish in America: Long Journey Home, The""",1998,
393001,"""Irish R.M., The""",1983,
393002,"""Irish Rovers, The""",1971,
393003,"""Irma och Gerd""",1997,
393004,"""Irm Catarina""",1996,
393005,"""Irmos Coragem""",1970,
393006,"""Irmos Coragem""",1995,
393007,"""Irmos Corsos, Os""",1955,
393008,"""Irmos Corsos, Os""",1966,
393009,"""Irmos Dombey, Os""",1959,
393010,"""Iron Chef America: Battle of the Masters""",2004,
393011,"""Iron Horse, The""",1966,
393012,"""Iron Man""",1966,
393013,"""Iron Man""",1994,
393014,"""Ironing the Land""",1998,
393015,"""Ironside""",1967,
393016,"""Irreal Madrid, El""",1969,
393017,"""Irtiottoja""",2003,
393018,"""Is Harry on the Boat?""",2001,
393019,"""Is It Bill Bailey?""",1998,
393020,"""Is It Legal?""",1995,
393021,"""Is' was Trainer?""",1997,
393022,"""Isaac Mizrahi Show, The""",2001,
393023,"""Isabel me la Velo""",2001,
393024,"""Isabel""",1996,
393025,"""Isabel's Honeymoon Hotel""",1987,
393026,"""Isabella la ladra""",1989,
393027,"""Isabella""",1964,
393028,"""Isabella""",1999,
393029,"""Isabellas""",2000,
393030,"""Isha Beafor""",1999,
393031,"""Isha Ha'acheret, Ha-""",2000,
393032,"""Isidingo""",1998,
393033,"""Isis""",1975,
393034,"""Iskelmprinssi""",1998,
393035,"""Isla de los famosos - Colombia, La""",2004,
393036,"""Isla de los famosos, La""",2003,
393037,"""Island at War""",2004,
393038,"""Island dtectives""",1999,
393039,"""Island Life""",2002,
393040,"""Island of the Great Yellow Ox""",1971,
393042,"""Island""",1996,
393043,"""Islanders, The""",1960,
393044,"""Isola del tesoro, L'""",1987,
393045,"""Ispettore anticrimine, L'""",1992,
393046,"""Ispettore Giusti, L'""",1999,
393047,"""Ispup""",2000,
393048,"""ISS Space Agency""",2005,
393049,"""Issues""",1991,
393050,"""Istanbul sahidimdir""",2004,
393051,"""Istera irthan oi melisses""",2000,
393052,"""Isto  o Agildo""",1994,
393053,"""Istories horis dakria""",1991,
393054,"""Isnmaan toivot""",1998,
393055,"""It Ain't Half Hot Mum""",1974,
393056,"""It Ain't Our Fault, Ma'm""",1977,
393057,"""It Could Be You""",1956,
393058,"""It Factor, The""",2002,
393059,"""It Factor: Los Angeles, The""",2003,
393060,"""It Had to Be You""",1993,
393061,"""It Is I, Count Homogenised""",1983,
393062,"""It Just So Happens""",1980,
393063,"""It Pays to Be Ignorant""",1949,
393064,"""It Pays to Be Ignorant""",1973,
393065,"""It Pays to Be Married""",1955,
393066,"""It Rained Last Night""",2001,
393067,"""It Takes a Thief""",1968,
393068,"""It Takes a Worried Man""",1980,
393069,"""It Takes Two""",1969,
393070,"""It Takes Two"" (1982/I)",1982,
393071,"""It Was a Very Good Year""",1971,
393072,"""It""",1985,
393073,"""It'll All Be Over in Half an Hour""",1983,
393074,"""It's a Business""",1952,
393075,"""It's a Gift""",1946,
393076,"""It's a Gift""",1999,
393077,"""It's a Great Life""",1954,
393078,"""It's a Great Life""",1985,
393079,"""It's a Knockout""",1966,
393080,"""It's a Knockout""",1985,
393081,"""It's a Knockout""",1999,
393082,"""It's a Living""",1980,
393083,"""It's a Living""",1985,
393084,"""It's a Living""",1989,
393085,"""It's a Living""",1997,
393086,"""It's a Man's World""",1962,
393087,"""It's a Miracle""",1999,
393088,"""It's a Miracle""",2003,
393089,"""It's a Mystery""",1996,
393090,"""It's a Small World""",1953,
393091,"""It's a Square World""",1960,
393092,"""It's a Vet's Life""",1993,
393093,"""It's About Time""",1954,
393094,"""It's About Time""",1966,
393095,"""It's Academic""",1961,
393096,"""It's Alec Templeton Time""",1955,
393097,"""It's Alive!""",1993,
393098,"""It's All Relative""",2003,
393099,"""It's Always Jan""",1955,
393100,"""It's Anybody's Game""",2000,
393101,"""It's Anybody's Guess""",1977,
393102,"""It's Awfully Bad for Your Eyes, Darling""",1971,
393103,"""It's Bizarre!""",1993,
393104,"""It's Cliff and Friends""",1975,
393105,"""It's Cliff Richard""",1970,
393106,"""It's Dark Outside""",1964,
393107,"""It's Garry Shandling's Show""",1986,
393108,"""It's Good to Be King""",1997,
393109,"""It's Good to Be""",2003,
393110,"""It's Happening""",1968,
393111,"""It's in the Bag""",1973,
393112,"""It's Like, You Know...""",1999,
393113,"""It's Lulu""",1970,
393114,"""It's Magic""",1974,
393115,"""It's Murder But Is It Art""",1972,
393116,"""It's My Life""",1999,
393117,"""It's My Life""",2002,
393118,"""It's News to Me""",1951,
393119,"""It's Not Easy""",1983,
393120,"""It's Not Fair""",1998,
393121,"""It's Not the Answer""",2001,
393122,"""It's Only Rock and Roll""",1987,
393123,"""It's Only TV... But I Like It""",1999,
393124,"""It's Our Stuff""",1969,
393125,"""It's Punky Brewster""",1985,
393126,"""It's Saturday Night""",1959,
393127,"""It's Showtime at the Apollo""",1983,
393128,"""It's Sunday Night""",1969,
393129,"""It's Tarbuck""",1970,
393130,"""It's the Bachelors""",1969,
393131,"""It's the Law""",1956,
393132,"""It's True"" (1998/I)",1998,
393133,"""It's Your Bet""",1969,
393134,"""It's Your Chance of a Lifetime""",2000,
393135,"""It's Your Move""",1967,
393136,"""It's Your Move""",1984,
393137,"""Italian Restaurant""",1994,
393138,"""Italianissimo""",1992,
393139,"""Italians in America""",1998,
393140,"""Italiatsu""",2001,
393141,"""Italien - Land der Verheissung""",2002,
393142,"""Italienska halmhatten, Den""",1974,
393143,"""Itch, The""",2000,
393144,"""Itche""",1995,
393145,"""ITN World News""",1997,
393146,"""Itse valtiaat""",2001,
393147,"""Itsuka mata aeru""",1995,
393148,"""Itsumo futari de""",2003,
393149,"""Itsumo kokoro ni taiyou wo""",1994,
393150,"""Itsy Bitsy Spider, The""",1994,
393151,"""Iturralde, Los""",2000,
393152,"""ITV Evening News""",1999,
393153,"""ITV Morning News""",1999,
393154,"""ITV News""",1955,
393155,"""ITV Playhouse""",1968,
393156,"""ITV Telethon""",1988,
393157,"""Iubirea e un lucru foarte mare""",1962,
393158,"""IV. Murad""",1981,
393159,"""Ivan the Terrible""",1976,
393160,"""Ivanhoe""",1958,
393161,"""Ivanhoe""",1970,
393162,"""Ivanhoe""",1997,
393163,"""Ivor the Engine""",1958,
393164,"""Ivor the Engine""",1975,
393165,"""IX Asian Games: New Delhi 1982""",1982,
393166,"""IX FIFA World Cup 1970""",1970,
393167,"""Iyanla""",2001,
393168,"""Izdanci iz opaljenog grma""",1972,
393169,"""Izgori, za da svetish""",1976,
393170,"""Iznogoud""",1995,
393171,"""J'arrte... et vous?""",2003,
393172,"""J-Wanderer, The""",2000,
393173,"""J.F.K.: Reckless Youth""",1993,
393174,"""J.J. de Bom voorheen: 'De kindervriend'""",1979,
393175,"""J.J. Juez""",1975,
393176,"""J.J. Juez""",1979,
393177,"""J.J. Starbuck""",1987,
393178,"""J.K. Paasikivi""",1988,
393179,"""J.T.N., Le""",1987,
393180,"""Ja zuster, nee zuster""",1966,
393181,"""Ja, vi elsker""",1997,
393182,"""Jaajon jacuzzi""",2003,
393183,"""Jaan-e-Alaam""",1986,
393184,"""Jaar van de opvolging, Het""",1998,
393185,"""Jabberjaw""",1976,
393186,"""Jacinta Pichimahuida, la maestra que no se olvida""",1966,
393187,"""Jacinta Pichimauida, la maestra que no se olvida""",1974,
393188,"""Jacinto Durante, representante""",2000,
393189,"""Jack & Bobby""",2004,
393190,"""Jack & Jill""",1999,
393191,"""Jack and Jeremy's Real Lives""",1996,
393192,"""Jack and Mike""",1986,
393193,"""Jack Benny Program, The""",1950,
393194,"""Jack Carson Show, The""",1954,
393195,"""Jack Carter Show, The""",1950,
393196,"""Jack Dee Show, The""",1992,
393197,"""Jack Docherty Show, The""",1997,
393198,"""Jack Drees Sports Show, The""",1956,
393199,"""Jack el despertador""",2002,
393200,"""Jack Holborn""",1982,
393201,"""Jack Horkheimer: Star Hustler""",1976,
393202,"""Jack Hylton Presents""",1956,
393203,"""Jack LaLanne Show, The""",1951,
393204,"""Jack Leonard""",1949,
393205,"""Jack Mortimer""",1961,
393206,"""Jack of All Trades""",2000,
393207,"""Jack of Diamonds""",1983,
393208,"""Jack of Hearts"" (1999/II)",1999,
393209,"""Jack On the Box""",1977,
393210,"""Jack Paar Program, The""",1962,
393211,"""Jack Paar Show, The""",1957,
393212,"""Jack Palmer""",2001,
393213,"""Jack the Ripper""",1973,
393214,"""Jack Van Impe""",1994,
393215,"""Jack""",1975,
393216,"""Jack's Place"" (1992/I)",1992,
393217,"""Jackal and Hide""",1987,
393218,"""Jackanory""",1965,
393221,"""Jackie Chan Adventures""",2000,
393222,"""Jackie Gleason and His American Scene Magazine""",1962,
393223,"""Jackie Gleason Show, The""",1952,
393224,"""Jackie Gleason Show, The""",1961,
393225,"""Jackie Gleason Show, The""",1966,
393226,"""Jackie Mason's America""",1997,
393227,"""Jackie Thomas Show, The""",1992,
393228,"""Jackie, Ethel, Joan: The Women of Camelot""",2001,
393229,"""Jackpot"" (1974/I)",1974,
393230,"""Jackpot""",1985,
393231,"""Jackpot""",1989,
393232,"""Jacks and Knaves""",1961,
393233,"""Jackson 5ive, The""",1971,
393234,"""Jackson and Jill""",1949,
393235,"""Jackson Pace: The Great Years""",1990,
393236,"""Jackson's Wharf""",1999,
393237,"""Jacksons, The""",1976,
393238,"""Jacob & hund""",2002,
393239,"""Jacob og Lotte...""",1995,
393240,"""Jacob Two-Two""",2003,
393241,"""Jacob's Ladder""",2004,
393242,"""Jacobus en Corneel""",1984,
393243,"""Jacotte""",1999,
393244,"""Jacques Fray Music Room, The""",1949,
393245,"""Jacques Vermeire show, De""",1998,
393246,"""Jacquou le croquant""",1969,
393247,"""Jaffa's Big Picture Show""",1999,
393249,"""Jagten p den rde trd""",1998,
393250,"""Jagten p Gud""",2000,
393251,"""Jagten p historien""",2001,
393252,"""Jagten p sandheden""",1999,
393253,"""Jagten p rkenguldet""",1998,
393254,"""Jahr ohne Sonntag, Ein""",1969,
393255,"""Jahrestage""",2000,
393256,"""Jahrhundert der Chirurgen, Das""",1972,
393257,"""Jahrhundert des Theaters, Das""",2002,
393258,"""Jahrhundert Krieg, Der""",2002,
393259,"""Jaianto robo""",1967,
393260,"""Jailbirds""",1999,
393261,"""Jailbreak""",2000,
393262,"""Jak un koala ui mohoum""",1987,
393263,"""Jake 2.0""",2003,
393264,"""Jake and Jill""",2001,
393265,"""Jake and the Fatman""",1987,
393266,"""Jake and the Kid""",1961,
393267,"""Jake and the Kid""",1995,
393268,"""Jake's Progress""",1995,
393269,"""Jakers! The Adventures of Piggley Winks""",2003,
393270,"""Jakkes!""",1996,
393271,"""Jakob und Adele""",1983,
393272,"""Jakten p det gode liv""",1999,
393273,"""Jakten p en mrdare""",1999,
393274,"""Jakten p Mangas Coloradas""",1992,
393275,"""Jakten p kenguldet""",1999,
393276,"""Jalan kehidupan""",1996,
393277,"""Jalan makin membara""",1996,
393278,"""Jalan membara""",1994,
393279,"""Jalna""",1994,
393280,"""Jam Bay""",1995,
393281,"""Jam""",2000,
393282,"""Jamais 2 sans toi"" (1996/I)",1996,
393283,"""Jamais au grand jamais""",1996,
393284,"""Jamais deux sans toi""",1977,
393285,"""Jamais deux sans toi""",1996,
393286,"""Jamais Te Esquecerei""",2003,
393287,"""Jambers""",1992,
393288,"""Jambers.doc""",2001,
393289,"""Jambo""",1969,
393290,"""Jamboree""",1998,
393291,"""James and Kevin Show, The""",1995,
393292,"""James at 15""",1977,
393293,"""James Bond Jr.""",1991,
393294,"""James Galway Invites""",1991,
393295,"""James Gang Rides Again, The""",1990,
393296,"""James Mason Show, The""",1956,
393297,"""James Robison""",1997,
393298,"""James Whale Radio Show, The""",1989,
393299,"""Jamie Foxx Show, The""",1996,
393300,"""Jamie Kennedy Experiment, The""",2002,
393301,"""Jamie""",1953,
393302,"""Jamie""",1971,
393303,"""Jamie's Kitchen""",2002,
393304,"""Jammin'""",1992,
393305,"""Jan Murray Time""",1955,
393306,"""Jan Serce""",1981,
393307,"""Jan zonder vrees""",1956,
393308,"""Jana of the Jungle""",1978,
393309,"""Janadesh""",2002,
393310,"""Janata Ki Adalat""",1997,
393311,"""Janbgu su""",1973,
393312,"""Jane Eyre""",1955,
393313,"""Jane Eyre""",1973,
393314,"""Jane Eyre""",1983,
393315,"""Jane Froman Show, The""",1950,
393316,"""Jane Goldman Investigates""",2003,
393317,"""Jane Hall's Big Bad Bus Ride""",2005,
393318,"""Jane Horney""",1985,
393319,"""Jane Whitney Show, The""",1992,
393320,"""Jane Wyman Presents The Fireside Theatre""",1955,
393321,"""Jane"" (1982/I)",1982,
393322,"""Jane""",1992,
393323,"""Janet Dean, Registered Nurse""",1954,
393324,"""Jang-Gu ui mohoum""",1976,
393325,"""Jangaru taitei Reo""",1966,
393326,"""Jangaru taitei""",1965,
393327,"""Jangles""",1982,
393328,"""Jango""",1961,
393329,"""Janina""",1962,
393330,"""Janique aime""",1963,
393331,"""Janjatiya Darpan""",2003,
393332,"""Janosik""",1975,
393333,"""Janperson""",1993,
393334,"""Jansen, Jansen""",1996,
393335,"""Janus""",1994,
393336,"""JAP, juge d'application des peines, Le""",1992,
393337,"""Japanorama""",2002,
393338,"""Jappening con Ja""",1978,
393339,"""Japo - Uma Viagem no Tempo""",1986,
393340,"""Jaque mate""",1993,
393341,"""Jardim da Celeste""",1997,
393342,"""Jardim Encantado, O""",1959,
393343,"""Jardineiro Espanhol, O""",1967,
393344,"""Jardinero en tu casa, Un""",1992,
393345,"""Jardins Proibidos""",2000,
393346,"""Jardn de Venus, El""",1983,
393347,"""Jaren van verstand, De""",1997,
393348,"""Jarinko Chie""",1981,
393349,"""Jarl's""",1994,
393350,"""Jase TV""",1992,
393351,"""Jasmim: O Sonho do Cinema""",1996,
393352,"""Jasmine""",1996,
393353,"""Jason King""",1971,
393354,"""Jason of Star Command""",1979,
393355,"""Jasoos Vijay""",2003,
393356,"""Jasper Carrott Trial, The""",1997,
393357,"""Jasper Carrott: Back to the Front""",1999,
393359,"""Jastuk groba mog""",1990,
393360,"""Jauche und Levkojen""",1979,
393361,"""Jauhon kauppa""",2002,
393362,"""Jaujarana""",1969,
393363,"""Jaula de oro, La""",1997,
393364,"""Jaula, La"" (2003/I)",2003,
393365,"""Jaula, La"" (2003/II)",2003,
393366,"""Jaun ta jabe""",1997,
393367,"""Java Lounge, The""",2000,
393368,"""Javi y Lucy""",2000,
393369,"""Javier ya no vive solo""",2002,
393370,"""Jaws and Claws""",1997,
393371,"""Jay Jay the Jet Plane""",2001,
393372,"""Jayce and the Wheeled Warriors""",1985,
393373,"""Jaye P. Morgan Show, The""",1956,
393374,"""Jazz 625""",1964,
393375,"""Jazz 99""",1999,
393376,"""Jazz Age, The""",1968,
393377,"""Jazz Casual""",1959,
393378,"""Jazz e dintorni""",2000,
393379,"""Jazz""",2001,
393380,"""Jazz-bio""",1959,
393381,"""Jazz/beat""",1970,
393382,"""Jazzen 2001""",2001,
393383,"""Jazzen 2003""",2003,
393384,"""Jazzens saga""",2000,
393386,"""Jazzmasters""",1988,
393387,"""Jazzorama""",1964,
393388,"""JBVO""",2000,
393389,"""Je spter der Abend ...""",1973,
393390,"""Je vais t'apprendre la politesse""",1998,
393391,"""Jean Arthur Show, The""",1966,
393392,"""Jean Carroll Show, The""",1953,
393393,"""Jean Chalosse""",1980,
393394,"""Jean de la Tour miracle""",1967,
393395,"""Jean Duceppe""",2002,
393396,"""Jean kai Cherry""",1995,
393397,"""Jean Pinot, mdecin d'aujourd'hui""",1974,
393398,"""Jean Rouch""",1962,
393399,"""Jean-Baptiste, homme de coeur""",1999,
393400,"""Jean-Christophe""",1978,
393401,"""Jean-Roch Coignet""",1969,
393402,"""Jeannie""",1973,
393403,"""Jeavaeri""",1997,
393404,"""Jeco... Um Caipira no Cu""",1977,
393405,"""Jedan, pa tri""",2002,
393406,"""Jede Menge Leben""",1995,
393407,"""Jedenste prikzanie""",1977,
393408,"""Jeder stirbt fr sich allein""",1970,
393409,"""Jedermannstrae 11""",1962,
393410,"""Jeevan Rekha""",1988,
393411,"""Jeeves and Wooster""",1990,
393412,"""Jeff Corwin Experience, The""",2001,
393413,"""Jeff Corwin Unleashed""",2003,
393414,"""Jeff d'orchestre""",1991,
393415,"""Jeff Foxworthy Show, The""",1995,
393416,"""Jefferson Drum""",1958,
393417,"""Jeffersons, The""",1975,
393418,"""Jeg ville nske for dig""",1995,
393419,"""Jelena""",2004,
393420,"""Jelenko""",1980,
393421,"""Jellikins""",1999,
393422,"""Jelly Bean Jungle""",1995,
393423,"""Jellybean Comedy Clubhouse""",1962,
393424,"""Jem!""",1985,
393425,"""Jemima Shore Investigates""",1983,
393426,"""Jendela rumah kita""",1990,
393427,"""Jennie: Lady Randolph Churchill""",1974,
393428,"""Jennifer Slept Here""",1983,
393429,"""Jennings at School""",1958,
393430,"""Jennings""",1966,
393431,"""Jenny & Co.""",2001,
393432,"""Jenny Eclair Squats""",1997,
393433,"""Jenny Eclair's Private Function""",1999,
393434,"""Jenny Jones""",1991,
393435,"""Jenny McCarthy Show, The""",1997,
393436,"""Jenny""",1982,
393437,"""Jenny""",1997,
393438,"""Jenseits der Morgenrte""",1985,
393439,"""Jensen Code, The""",1972,
393440,"""Jensen rejser""",1997,
393441,"""Jensen Tonajt""",1988,
393442,"""Jeopardy!""",1964,
393443,"""Jeopardy!""",1984,
393444,"""Jeopardy!""",1992,
393445,"""Jeopardy!""",1995,
393446,"""Jeopardy!""",2002,
393447,"""Jeopardy""",2002,
393448,"""JEP!""",1998,
393449,"""Jeremiah""",2002,
393450,"""Jericho""",1966,
393451,"""Jeroom en Benzamien""",1966,
393452,"""Jerry Atrick Show, The""",2000,
393453,"""Jerry Colonna Show, The""",1951,
393454,"""Jerry Lester Show, The""",1963,
393455,"""Jerry Lewis Show, The""",1963,
393456,"""Jerry Lewis Show, The""",1967,
393457,"""Jerry Reed When You're Hot You're Hot Hour, The""",1972,
393458,"""Jerry Springer Show, The""",1991,
393459,"""Jerry Springer UK""",1999,
393460,"""Jersey, The""",1999,
393461,"""Jersild p DR2""",2004,
393462,"""Jerusalem, Jerusalem""",1978,
393463,"""Jernimo""",1984,
393464,"""Jernimo, o Heri do Serto"" (1972/II)",1972,
393465,"""JES!""",1995,
393466,"""Jesse Hawkes""",1989,
393467,"""Jesse Jackson Show, The""",1990,
393468,"""Jesse Ventura's America""",2003,
393469,"""Jesse""",1998,
393470,"""Jessica Novak""",1981,
393471,"""Jessica""",2004,
393472,"""Jessie""",1984,
393473,"""Jest jak jest""",1994,
393474,"""Jesus & Josefine""",2003,
393475,"""Jesus File, The""",1999,
393476,"""Jesus of Nazareth""",1977,
393477,"""Jesus, Josefine og budskabet bag""",2003,
393478,"""Jess, el heredero""",2004,
393479,"""Jet Lag""",2001,
393480,"""Jetcat""",1998,
393481,"""JETS - Leben am Limit""",1999,
393482,"""Jetsons, The""",1962,
393483,"""Jeu de la vrit, Le""",1985,
393484,"""Jeu, set et match""",1985,
393485,"""Jeugdjournaal""",1981,
393486,"""Jeune Fabre, Le""",1973,
393487,"""Jeune homme vert, Le""",1979,
393488,"""Jeunes annes, Les""",1965,
393489,"""Jeux de 20 heures, Les""",1976,
393490,"""Jeux de lois""",1987,
393491,"""Jewel in the Crown, The""",1984,
393492,"""Jewels""",1992,
393493,"""Jhonny Allon Show""",1978,
393494,"""Ji su qing chun""",2002,
393495,"""Jia ren you yue""",2002,
393496,"""Jie lian huan""",1996,
393497,"""Jigsaw John""",1976,
393498,"""Jigsaw""",1972,
393499,"""Jigsaw""",1982,
393500,"""Jigsaw""",2001,
393501,"""Jika Jika""",2000,
393502,"""Jikou""",2000,
393503,"""Jikuu tantei Genshi-kun""",1998,
393504,"""Jik senshi Spilban"" (1986/II)",1986,
393505,"""Jim Breuer Show, The""",1998,
393506,"""Jim Byrnes Show, The""",1998,
393507,"""Jim Davidson Show, The""",1979,
393508,"""Jim Davidson's Special""",1983,
393509,"""Jim Henson Hour, The""",1989,
393510,"""Jim Henson Presents Mother Goose Stories""",1987,
393511,"""Jim Henson Presents the World of International Puppeteering""",1985,
393512,"""Jim J. and Tammy Faye Show, The""",1996,
393513,"""Jim Knopf und die wilde 13""",1978,
393514,"""Jim Knopf und die wilde Dreizehn""",1962,
393515,"""Jim Knopf und Lukas der Lokomotivfhrer""",1961,
393516,"""Jim Knopf und Lukas der Lokomotivfhrer""",1977,
393517,"""Jim Knopf""",2000,
393518,"""Jim Lee's Wild C.A.T.S: Covert Action Teams""",1994,
393519,"""Jim Nabors Hour, The""",1969,
393520,"""Jim Nabors Show, The""",1978,
393521,"""Jim Rose Twisted Tour, The""",2003,
393522,"""Jim Stafford Show, The""",1975,
393523,"""Jim Tavar Pictures Presents...""",1995,
393524,"""Jim Tavar Show, The""",1999,
393525,"""Jim'll Fix It""",1975,
